1,e829540099edb5434f3a274d0e198db5e39f4d43,aec4a18deb8ae624a19e9a0f6ed62caef03febad,983,https://sourceforge.net/p/jfreechart/bugs/983
2,0aadb824fa145434c5cf5dee0e4bef16953e7235,b8c51689baca8415025e6b33187213ef3b1343d2,959,https://sourceforge.net/p/jfreechart/bugs/959
3,4fa1e7ccef13a34627454f1b342a94f0e487d0f1,47e5b689a99f31c9d9ed88e4fa428187fc3a28eb,,
4,23c3b74246312cca81901e66391c11c3868ef5cf,6e39e8eb532298fee6981cc367ebdef9e250e1e1,,
5,6e5bb2f78ea69220c2c7454f9c6a61cebca28d0d,091f0e663557eb4dfa9a38a9c10539c49681d76a,862,https://sourceforge.net/p/jfreechart/bugs/862
6,d8b05ac8b8857387eff482d000a989d9183eed6c,04384246901dcfc5d51ffb76eaf51b7fd810121e,,
7,b211cae0e9abf5098c145108ebaf2d11603c2e50,eb4b452b7096423df725f27806745f18b2eb320e,,
8,b1554f1fba9cf6cf6641078d59f1b89d6608833a,d6e8421eb7c0e8c10dede30a70872526183a2284,,
9,caa309220176ef07d1ab7ea242140d939a07f1b0,ec57f415752f9c68270499b1f0211cdc576ad07c,818,https://sourceforge.net/p/jfreechart/bugs/818
10,031c362f3f79dc7bd020db5618f7e89819b81dad,21474cde64c08c7d19b3e78130bc53fc5443572f,,
11,77a4e5e52b3afcf9f7511324c251069a5d3d3a96,2a72f2995e449afcab3540616daec7bca520b5c5,868,https://sourceforge.net/p/jfreechart/bugs/868
12,158ce9d9efa5e9da63d2a275b19cad92695407b2,2d2c1df7307b4186c4a10828610fed46b95198f8,213,https://sourceforge.net/p/jfreechart/patches/213
13,80ce8ff7a864618ac3345a88b0f273dc7cff08ff,1ce94bbb63699e834c45a728438a7a4ccd8d4bbc,,
14,5a7549d6ff0d5de632812c52a7c3a66d5587e6be,01fefa9e4f998a44e7fcdb3e1190a5e08a75087d,,
15,d49a083d1e099ff201c4815cd3135e02f7c05c16,f20a06506338600fc88325022fa2256a1365acf7,,
16,7d7268148e71f15f82d4f6847f1a3c1c7b53233d,d2a57aae64b61dda43e8d7b24526841e62b9d9d5,834,https://sourceforge.net/p/jfreechart/bugs/834
17,35288a8dd2b80c026b0f490505d7d5122b414b78,5c1864b92cff5e2be460140c60ce9698918409db,803,https://sourceforge.net/p/jfreechart/bugs/803
18,8471c328421438b8220eec3edbcfab2491f2cfe4,35288a8dd2b80c026b0f490505d7d5122b414b78,,
19,04d6689f841e946a8a96172fe9ba8b45af66b65e,eda5519ef2ac635c7e9857ddfba30d1e9e6ed9e5,,
20,e4dbe297659c5577faebd25349fddd8b6d205871,ecf5f27eaaa1a45fad060bec7c0d435102a55c49,,
21,185a9ce5929dd7097998d8c74561175ea3e7be0b,694a9e193a7dd2203b64c6b8777624590b6d5a3b,,
22,52cec83077922defa84b0fa9226ed0426af3c159,185a9ce5929dd7097998d8c74561175ea3e7be0b,,
23,5eaab29bdcd9edd02035d307306cc5f92b226014,c52ec6d2de0bdc8e549921e50f11c6e8dcae48c9,,
24,8de985bc3613574bc4d43ad710bb76e7b8c027a7,82135c9ad768b03ae446b8d622c5d400e07a2c9d,,
25,532e125ac45c7056efb0e2bb79bd9bb44e197cdb,67a2f86cabc143d593d35939bf7dc5d9a2fe3478,,
26,369f790cca9e2fa9614cd3c35dce0bde6d9263f4,cc27adf4da191e591c24832c1947613f925bd948,,
